"","."
"1","RS_GCF_900130065_1_d__Bacteria_p__Firmicutes_A_c__Clostridia_o__Oscillospirales_f__Oscillospiraceae_g__Sporobacter_s__Sporobactertermitidis_termitegut_1"
"2","301-55--H2--Kalotermitidae--Glyptotermes-Okinawa--h2-Japan-Paleo-arctic--KGECLOJD_127803_d__Bacteria_p__Firmicutes_A_c__Clostridia_o__Oscillospirales_f__Oscillospiraceae_1"
"3","272-20--BDIT108-2--Foraminitermitinae--Foraminitermes-rhinoceros--Burundi-Afro-tropical--JNNAMOGA_140805_d__Bacteria_p__Firmicutes_A_c__Clostridia_o__Oscillospirales_f__Oscillospiraceae_1"
"4","301-74--RD1T21M1-e--Termitinae--Promirotermes-pygmaeus--Congo-Afro-tropical--MJLOMOGD_87823_d__Bacteria_p__Firmicutes_A_c__Clostridia_o__Oscillospirales_f__Oscillospiraceae_1"
"5","301-89--THAI096--Termitinae--Termes-propinqus--Thailand-Oriental--IDNAGNDJ_29494_d__Bacteria_p__Firmicutes_A_c__Clostridia_o__Oscillospirales_f__Oscillospiraceae_1"
"6","301-74--RD1T21M1-e--Termitinae--Promirotermes-pygmaeus--Congo-Afro-tropical--MJLOMOGD_350033_d__Bacteria_p__Firmicutes_A_c__Clostridia_1"
"7","272-20--BDIT108-2--Foraminitermitinae--Foraminitermes-rhinoceros--Burundi-Afro-tropical--JNNAMOGA_221672_d__Bacteria_p__Firmicutes_A_c__Clostridia_1"
"8","301-74--RD1T21M1-e--Termitinae--Promirotermes-pygmaeus--Congo-Afro-tropical--MJLOMOGD_10952_d__Bacteria_p__Firmicutes_A_c__Clostridia_o__Oscillospirales_1"
"9","301-74--RD1T21M1-e--Termitinae--Promirotermes-pygmaeus--Congo-Afro-tropical--MJLOMOGD_07439_d__Bacteria_p__Firmicutes_A_c__Clostridia_o__Oscillospirales_f__Oscillospiraceae_1"
"10","301-74--RD1T21M1-e--Termitinae--Promirotermes-pygmaeus--Congo-Afro-tropical--MJLOMOGD_27829_d__Bacteria_p__Firmicutes_A_c__Clostridia_o__Oscillospirales_1"
"11","301-74--RD1T21M1-e--Termitinae--Promirotermes-pygmaeus--Congo-Afro-tropical--MJLOMOGD_56715_d__Bacteria_p__Firmicutes_A_c__Clostridia_o__Oscillospirales_f__Oscillospiraceae_1"
"12","301-74--RD1T21M1-e--Termitinae--Promirotermes-pygmaeus--Congo-Afro-tropical--MJLOMOGD_37930_d__Bacteria_p__Firmicutes_A_c__Clostridia_o__Oscillospirales_f__Oscillospiraceae_1"
"13","301-74--RD1T21M1-e--Termitinae--Promirotermes-pygmaeus--Congo-Afro-tropical--MJLOMOGD_74415_d__Bacteria_p__Firmicutes_A_c__Clostridia_o__Oscillospirales_f__Oscillospiraceae_1"
"14","301-74--RD1T21M1-e--Termitinae--Promirotermes-pygmaeus--Congo-Afro-tropical--MJLOMOGD_21239_d__Bacteria_p__Firmicutes_A_c__Clostridia_o__Oscillospirales_f__Oscillospiraceae_1"
"15","301-74--RD1T21M1-e--Termitinae--Promirotermes-pygmaeus--Congo-Afro-tropical--MJLOMOGD_31143_d__Bacteria_p__Firmicutes_A_c__Clostridia_o__Oscillospirales_f__Oscillospiraceae_1"
"16","301-53--G730--Termitinae--Dentispicotermes-brevicarinatus--French-Guiana-Neo-tropical--LPCCGLLO_47344_d__Bacteria_p__Firmicutes_A_c__Clostridia_o__Oscillospirales_f__Oscillospiraceae_1"
"17","301-53--G730--Termitinae--Dentispicotermes-brevicarinatus--French-Guiana-Neo-tropical--LPCCGLLO_77896_d__Bacteria_p__Firmicutes_A_c__Clostridia_o__Oscillospirales_f__Oscillospiraceae_1"
"18","272-36--G13-112--Termitinae--Cavitermes-cavifrons--French-Guiana-Neo-tropical--LKOFDGDE_02237_d__Bacteria_p__Firmicutes_A_c__Clostridia_o__Oscillospirales_f__Oscillospiraceae_1"
"19","301-31--BRA11-2--Syntermitinae--Syntermes-grandis--Brazil-Neo-tropical--COEGPMDE_36214_d__Bacteria_p__Firmicutes_A_c__Clostridia_o__Oscillospirales_f__Oscillospiraceae_1"
"20","301-15--AUS4--Termitinae--Amitermes-meridionalis--Australia-Australia--AABCFOKG_190499_d__Bacteria_p__Firmicutes_A_c__Clostridia_o__Oscillospirales_f__Oscillospiraceae_1"
"21","272-35--G13-105--Termitinae--Termes-fatalis--French-Guiana-Neo-tropical--GJDBPAOL_14800_d__Bacteria_p__Firmicutes_A_c__Clostridia_o__Oscillospirales_f__Oscillospiraceae_1"
"22","272-41--G13-45--Syntermitinae--Cyriliotermes-angulariceps--French-Guiana-Neo-tropical--BHJFCNEJ_01149_d__Bacteria_p__Firmicutes_A_c__Clostridia_o__Oscillospirales_f__Oscillospiraceae_1"
"23","272-98--THAI49--Termitinae--Amitermes--Thailand-Oriental--FPLNDNIP_00303_d__Bacteria_p__Firmicutes_A_c__Clostridia_o__Oscillospirales_f__Oscillospiraceae_1"
"24","301-15--AUS4--Termitinae--Amitermes-meridionalis--Australia-Australia--AABCFOKG_162121_d__Bacteria_p__Firmicutes_A_c__Clostridia_o__Oscillospirales_1"
"25","301-15--AUS4--Termitinae--Amitermes-meridionalis--Australia-Australia--AABCFOKG_45756_d__Bacteria_p__Firmicutes_A_c__Clostridia_1"
"26","301-15--AUS4--Termitinae--Amitermes-meridionalis--Australia-Australia--AABCFOKG_77843_d__Bacteria_p__Firmicutes_A_c__Clostridia_o__Oscillospirales_f__Oscillospiraceae_1"
"27","272-98--THAI49--Termitinae--Amitermes--Thailand-Oriental--FPLNDNIP_02559_d__Bacteria_p__Firmicutes_A_c__Clostridia_o__Oscillospirales_f__Oscillospiraceae_1"
"28","301-15--AUS4--Termitinae--Amitermes-meridionalis--Australia-Australia--AABCFOKG_30079_d__Bacteria_p__Firmicutes_A_c__Clostridia_o__Oscillospirales_f__Oscillospiraceae_1"
"29","301-15--AUS4--Termitinae--Amitermes-meridionalis--Australia-Australia--AABCFOKG_77440_d__Bacteria_p__Firmicutes_A_c__Clostridia_o__Oscillospirales_f__Oscillospiraceae_1"
"30","301-15--AUS4--Termitinae--Amitermes-meridionalis--Australia-Australia--AABCFOKG_91299_d__Bacteria_p__Firmicutes_A_c__Clostridia_o__Oscillospirales_f__Oscillospiraceae_1"
"31","301-15--AUS4--Termitinae--Amitermes-meridionalis--Australia-Australia--AABCFOKG_00039_d__Bacteria_p__Firmicutes_A_c__Clostridia_o__Oscillospirales_f__Oscillospiraceae_1"
"32","301-15--AUS4--Termitinae--Amitermes-meridionalis--Australia-Australia--AABCFOKG_00332_d__Bacteria_p__Firmicutes_A_c__Clostridia_o__Oscillospirales_f__Oscillospiraceae_1"
"33","301-15--AUS4--Termitinae--Amitermes-meridionalis--Australia-Australia--AABCFOKG_49019_d__Bacteria_p__Firmicutes_A_c__Clostridia_o__Oscillospirales_f__Oscillospiraceae_1"
"34","301-15--AUS4--Termitinae--Amitermes-meridionalis--Australia-Australia--AABCFOKG_03872_d__Bacteria_p__Firmicutes_A_c__Clostridia_1"
"35","301-15--AUS4--Termitinae--Amitermes-meridionalis--Australia-Australia--AABCFOKG_32455_d__Bacteria_p__Firmicutes_A_c__Clostridia_o__Oscillospirales_1"
"36","301-15--AUS4--Termitinae--Amitermes-meridionalis--Australia-Australia--AABCFOKG_28820_d__Bacteria_p__Firmicutes_A_c__Clostridia_1"
"37","301-15--AUS4--Termitinae--Amitermes-meridionalis--Australia-Australia--AABCFOKG_29219_d__Bacteria_p__Firmicutes_A_c__Clostridia_o__Oscillospirales_f__Oscillospiraceae_1"
"38","301-15--AUS4--Termitinae--Amitermes-meridionalis--Australia-Australia--AABCFOKG_131521_d__Bacteria_p__Firmicutes_A_c__Clostridia_o__Oscillospirales_f__Oscillospiraceae_1"
"39","301-15--AUS4--Termitinae--Amitermes-meridionalis--Australia-Australia--AABCFOKG_282585_d__Bacteria_p__Firmicutes_A_c__Clostridia_o__Oscillospirales_1"
"40","301-15--AUS4--Termitinae--Amitermes-meridionalis--Australia-Australia--AABCFOKG_230702_d__Bacteria_p__Firmicutes_A_c__Clostridia_o__Oscillospirales_f__Oscillospiraceae_1"
"41","301-15--AUS4--Termitinae--Amitermes-meridionalis--Australia-Australia--AABCFOKG_387617_d__Bacteria_p__Firmicutes_A_c__Clostridia_1"
"42","301-15--AUS4--Termitinae--Amitermes-meridionalis--Australia-Australia--AABCFOKG_159524_d__Bacteria_p__Firmicutes_A_c__Clostridia_o__Oscillospirales_f__Oscillospiraceae_1"
"43","301-15--AUS4--Termitinae--Amitermes-meridionalis--Australia-Australia--AABCFOKG_01178_d__Bacteria_p__Firmicutes_A_c__Clostridia_1"
"44","301-15--AUS4--Termitinae--Amitermes-meridionalis--Australia-Australia--AABCFOKG_07174_d__Bacteria_p__Firmicutes_A_c__Clostridia_o__Oscillospirales_f__Oscillospiraceae_1"
"45","301-15--AUS4--Termitinae--Amitermes-meridionalis--Australia-Australia--AABCFOKG_19099_d__Bacteria_p__Firmicutes_A_c__Clostridia_o__Oscillospirales_1"
"46","301-15--AUS4--Termitinae--Amitermes-meridionalis--Australia-Australia--AABCFOKG_53751_d__Bacteria_p__Firmicutes_A_c__Clostridia_o__Oscillospirales_f__Oscillospiraceae_1"
"47","301-15--AUS4--Termitinae--Amitermes-meridionalis--Australia-Australia--AABCFOKG_25535_d__Bacteria_p__Firmicutes_A_c__Clostridia_o__Oscillospirales_f__Oscillospiraceae_1"
"48","301-89--THAI096--Termitinae--Termes-propinqus--Thailand-Oriental--IDNAGNDJ_21079_d__Bacteria_p__Firmicutes_A_c__Clostridia_1"
"49","301-89--THAI096--Termitinae--Termes-propinqus--Thailand-Oriental--IDNAGNDJ_35766_d__Bacteria_p__Firmicutes_A_c__Clostridia_1"
"50","301-31--BRA11-2--Syntermitinae--Syntermes-grandis--Brazil-Neo-tropical--COEGPMDE_25203_d__Bacteria_p__Firmicutes_A_c__Clostridia_o__Oscillospirales_f__Oscillospiraceae_1"
"51","301-35--BRA5--Syntermitinae--Silvestritermes-heyeri--Brazil-Neo-tropical--MNJBCGJG_07030_d__Bacteria_p__Firmicutes_A_c__Clostridia_1"
"52","301-33--BRA29--Syntermitinae--Labiotermes-sp--Brazil-Neo-tropical--MBCIOBMA_04790_d__Bacteria_p__Firmicutes_A_c__Clostridia_o__Oscillospirales_f__Oscillospiraceae_1"
"53","301-43--G13-43--Syntermitinae--Labiotermes-labralis--French-Guiana-Neo-tropical--HAKBKNJG_01606_d__Bacteria_p__Firmicutes_A_c__Clostridia_o__Oscillospirales_f__Oscillospiraceae_1"
